Client_ID,Age,Gender,Marital_Status,Education_Level,Employment_Status,Years_At_Job,Annual_Income,Credit_Score,Debt_To_Income_Ratio,Loan_Amount,Loan_Term_Months,Interest_Rate,Previous_Defaults,Loan_Purpose,Collateral_Provided,Late_Payments_6m,Loan_Status,Default_Risk
956,33,Male,Married,High School,Retired,6,136590,525,0.2,5597,72,6.42,1,Car,Yes,2,Approved,Low
957,40,Male,Single,PhD,Employed,3,148886,425,0.48,24657,72,9.08,3,Business,No,3,Approved,Low
958,45,Female,Married,PhD,Retired,0,32205,508,0.47,43549,36,6.55,0,Other,No,0,Rejected,Low
959,24,Female,Single,Bachelor,Unemployed,14,106590,396,0.17,48565,24,3.89,2,Education,No,1,Rejected,Low
960,30,Male,Single,Bachelor,Employed,39,43527,373,0.54,11256,12,8.03,1,Education,Yes,4,Approved,High
961,23,Male,Married,High School,Employed,11,131483,490,0.23,48148,48,5.67,4,Home,Yes,5,Rejected,Medium
962,61,Female,Divorced,High School,Self-employed,21,38443,355,0.59,34401,60,13.87,3,Home,No,1,Approved,Low
963,65,Female,Single,Master,Employed,21,36524,331,0.29,46548,12,3.77,3,Education,Yes,4,Approved,Medium
964,38,Male,Single,PhD,Employed,16,136477,826,0.19,11554,12,3.11,1,Other,Yes,4,Rejected,Low
965,67,Male,Single,Bachelor,Retired,28,48202,583,0.28,17664,36,2.57,1,Education,Yes,5,Approved,High
966,56,Male,Divorced,High School,Unemployed,13,85552,793,0.32,47367,24,6.6,1,Home,Yes,1,Approved,Low
967,67,Male,Divorced,Master,Self-employed,19,66142,486,0.13,29386,72,10.75,2,Business,No,5,Rejected,Low
968,42,Female,Widowed,Master,Retired,32,81692,797,0.39,9846,72,11.63,1,Personal,No,2,Approved,Low
969,54,Male,Married,Bachelor,Employed,14,102384,741,0.4,31205,36,8.17,0,Home,Yes,5,Approved,Low
970,67,Male,Divorced,Bachelor,Employed,11,40855,429,0.47,30570,24,11.05,4,Other,No,3,Rejected,Low
971,28,Male,Married,Master,Self-employed,39,103747,591,0.11,35255,36,7,1,Business,Yes,0,Approved,Low
972,60,Male,Widowed,High School,Unemployed,19,80372,413,0.37,26182,72,10.85,2,Business,Yes,0,Approved,Medium
973,69,Female,Married,Master,Self-employed,29,45095,498,0.13,44373,12,3.01,4,Business,No,0,Rejected,Low
974,64,Female,Divorced,PhD,Retired,37,58724,312,0.45,48019,48,7.38,3,Car,No,1,Rejected,High
975,39,Female,Married,PhD,Self-employed,2,69241,570,0.13,21043,24,12.39,1,Car,Yes,1,Rejected,Low
976,62,Male,Divorced,Bachelor,Employed,27,123119,514,0.56,40754,60,12.54,4,Business,Yes,2,Approved,Medium
977,61,Male,Married,High School,Retired,25,72003,743,0.45,5400,60,11.45,3,Other,Yes,0,Rejected,High
978,57,Female,Divorced,High School,Employed,29,88379,811,0.35,24239,12,5.05,2,Education,Yes,2,Approved,Medium
979,26,Male,Divorced,PhD,Unemployed,12,114837,746,0.32,15416,36,5.59,0,Other,No,0,Rejected,Medium
980,46,Male,Married,Master,Employed,12,111996,373,0.17,8412,36,14.95,1,Car,No,1,Approved,Medium
981,54,Female,Widowed,Bachelor,Employed,1,117454,836,0.25,21440,72,3.79,0,Home,Yes,3,Approved,Low
982,65,Female,Single,Master,Self-employed,36,114283,400,0.53,29406,12,4.76,2,Car,Yes,3,Rejected,Medium
983,26,Female,Widowed,Master,Employed,37,35972,475,0.55,6875,72,4.13,4,Education,No,3,Approved,Low
984,57,Female,Married,Master,Retired,1,143805,726,0.1,42066,72,6.6,4,Personal,Yes,5,Approved,Low
985,53,Male,Widowed,High School,Retired,35,113846,416,0.4,41536,60,5.13,2,Car,No,3,Rejected,Low
986,42,Male,Divorced,PhD,Unemployed,25,42927,465,0.46,10752,72,8.72,2,Other,Yes,4,Approved,Medium
987,41,Female,Single,High School,Retired,10,140589,340,0.41,26217,72,8.45,1,Other,No,0,Approved,Low
988,26,Male,Married,PhD,Self-employed,7,135657,728,0.14,17489,60,13.77,3,Business,Yes,3,Approved,Low
989,26,Female,Married,Bachelor,Unemployed,39,86630,643,0.21,6353,36,2.93,0,Business,Yes,4,Rejected,Low
990,68,Female,Married,Bachelor,Retired,21,124428,723,0.23,31986,24,6.5,0,Business,Yes,4,Rejected,High
991,24,Male,Single,Master,Self-employed,19,142035,665,0.52,26371,48,9.96,4,Personal,No,4,Rejected,Low
992,50,Female,Divorced,PhD,Retired,7,72347,419,0.33,44365,72,10.06,4,Education,No,2,Rejected,Low
993,31,Male,Married,PhD,Retired,28,119708,528,0.34,19691,24,8.5,1,Home,Yes,2,Rejected,Low
994,50,Male,Widowed,PhD,Employed,39,146244,429,0.57,9311,60,12.7,2,Other,Yes,4,Rejected,High
995,51,Male,Married,Master,Retired,25,108860,651,0.42,15794,24,3.28,0,Other,Yes,5,Rejected,High
996,44,Male,Married,Master,Retired,29,106210,617,0.55,7934,48,12.69,1,Education,Yes,3,Rejected,Medium
997,29,Female,Married,Bachelor,Self-employed,16,89518,636,0.33,21406,24,8.68,4,Personal,No,0,Approved,Medium
998,23,Male,Married,High School,Self-employed,19,65283,572,0.17,15394,24,4.17,4,Business,No,5,Approved,Low
999,51,Female,Divorced,PhD,Employed,15,101326,416,0.56,31872,24,13.57,0,Education,No,1,Approved,High
1000,60,Female,Widowed,PhD,Retired,6,32205,667,0.33,46708,24,10.62,4,Home,Yes,2,Approved,Low
